Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk
45.0,Bachelor's,10.0,Finance,Auditor,Medium,Entry,58,52,50,Medium,2,13.0,40,6.0,High
36.0,Master's,12.0,Telecom,Network Engineer,Large,Senior,72,26,74,Medium,3,13.0,51,27.0,Medium
39.0,Bachelor's,16.0,Education,Research Assistant,Medium,Mid,78,31,66,Medium,4,7.0,45,8.0,Medium
28.0,High School,7.0,Education,Research Assistant,Medium,Mid,37,65,50,Low,2,0.0,34,6.0,Low
22.0,Bachelor's,1.0,Telecom,Operations Analyst,Small,Entry,34,41,67,Low,2,3.0,30,9.0,Medium
59.0,Master's,13.0,Manufacturing,Quality Engineer,Medium,Entry,51,60,58,Medium,2,14.0,25,20.0,Medium
31.0,Master's,10.0,Education,Research Assistant,Small,Mid,68,18,74,Medium,5,5.0,64,15.0,Medium
45.0,Bachelor's,3.0,Manufacturing,Operator,Small,Mid,25,66,79,Low,2,2.0,11,5.0,Low
45.0,High School,5.0,IT,ML Engineer,Small,Mid,86,0,40,High,8,24.0,44,21.0,High
51.0,Bachelor's,8.0,Logistics,Supply Chain Analyst,Medium,Entry,61,25,21,Medium,3,10.0,42,25.0,High
55.0,Bachelor's,5.0,Finance,Auditor,Medium,Mid,49,48,34,Low,0,4.0,42,3.0,Medium
49.0,Master's,9.0,Healthcare,Medical Assistant,Medium,Entry,32,67,91,Low,1,0.0,27,3.0,Low
44.0,High School,12.0,Logistics,Dispatcher,Medium,Mid,10,89,26,Low,0,4.0,7,0.0,Low
54.0,High School,6.0,Retail,Store Manager,Large,Mid,42,55,78,Low,2,1.0,19,7.0,Medium
33.0,PhD,7.0,Logistics,Warehouse Manager,Medium,Entry,23,83,90,Low,0,2.0,14,9.0,Low
22.0,Master's,1.0,Retail,Inventory Analyst,Large,Entry,38,58,86,Low,1,2.0,21,9.0,Medium
22.0,Master's,1.0,Healthcare,Health Analyst,Small,Mid,53,73,29,Medium,2,5.0,32,10.0,Medium
47.0,Bachelor's,0.0,Telecom,Network Engineer,Medium,Entry,38,59,57,Low,2,1.0,21,9.0,Medium
38.0,Bachelor's,10.0,Retail,Sales Associate,Small,Mid,26,47,40,Low,1,3.0,22,0.0,Medium
29.0,Bachelor's,8.0,Education,Academic Coordinator,Small,Mid,17,79,44,Low,0,2.0,15,8.0,Low
29.0,Bachelor's,0.0,Logistics,Supply Chain Analyst,Medium,Mid,31,73,74,Low,2,1.0,19,6.0,Medium
26.0,Bachelor's,5.0,Finance,Accountant,Large,Senior,26,86,36,Low,0,2.0,15,7.0,Low
31.0,Master's,10.0,IT,Data Analyst,Medium,Mid,54,62,73,Low,0,4.0,32,1.0,Low
28.0,Master's,7.0,Finance,Auditor,Small,Entry,94,5,85,Medium,3,8.0,69,14.0,High
36.0,High School,0.0,Telecom,Network Engineer,Small,Entry,32,79,41,Low,0,0.0,26,1.0,Medium
42.0,Bachelor's,17.0,Telecom,Support Specialist,Small,Mid,22,91,86,Low,0,2.0,16,8.0,Low
50.0,Bachelor's,9.0,Healthcare,Health Analyst,Medium,Entry,26,61,46,Low,2,4.0,22,1.0,Low
59.0,Bachelor's,4.0,Telecom,Network Engineer,Medium,Entry,21,75,52,Low,1,0.0,11,7.0,Low
27.0,Master's,6.0,Finance,Financial Analyst,Large,Mid,56,51,84,Low,0,3.0,36,0.0,Medium
54.0,PhD,14.0,Logistics,Warehouse Manager,Small,Entry,67,44,91,Low,1,4.0,63,9.0,High
35.0,Bachelor's,14.0,IT,Software Engineer,Medium,Entry,21,100,50,Low,1,3.0,14,8.0,Low
22.0,Master's,1.0,Logistics,Supply Chain Analyst,Medium,Entry,51,44,60,Medium,5,5.0,26,17.0,Medium
37.0,Master's,14.0,Manufacturing,Quality Engineer,Large,Mid,25,81,69,Low,0,0.0,21,6.0,Low
39.0,Bachelor's,8.0,IT,Data Analyst,Large,Senior,12,98,60,Low,2,0.0,8,1.0,Low
59.0,Bachelor's,2.0,Telecom,Network Engineer,Medium,Mid,54,66,30,Low,1,3.0,37,4.0,Medium
23.0,Bachelor's,2.0,Finance,Financial Analyst,Large,Mid,46,57,69,Low,2,0.0,23,2.0,Medium
60.0,Bachelor's,6.0,Education,Research Assistant,Large,Mid,60,59,80,Medium,3,9.0,30,18.0,Low
41.0,Bachelor's,7.0,Healthcare,Medical Assistant,Small,Entry,17,88,72,Low,0,3.0,9,5.0,Low
37.0,Bachelor's,14.0,Education,Academic Coordinator,Small,Entry,26,86,32,Low,2,2.0,13,5.0,Low
25.0,Bachelor's,4.0,Education,Research Assistant,Medium,Mid,26,75,63,Low,2,3.0,17,2.0,Low
36.0,Bachelor's,13.0,Retail,Sales Associate,Small,Entry,42,61,90,Low,2,0.0,21,2.0,Medium
24.0,Bachelor's,3.0,Manufacturing,Production Supervisor,Large,Senior,49,42,25,Low,1,0.0,26,7.0,Medium
55.0,Master's,9.0,Manufacturing,Quality Engineer,Small,Mid,59,47,36,Medium,5,7.0,45,23.0,Medium
35.0,Bachelor's,0.0,Retail,Store Manager,Small,Mid,28,74,90,Low,2,3.0,27,3.0,Medium
57.0,Bachelor's,12.0,Telecom,Support Specialist,Medium,Senior,24,79,83,Low,0,4.0,20,9.0,Low
35.0,Bachelor's,8.0,Telecom,Network Engineer,Medium,Senior,51,37,42,Low,0,4.0,36,4.0,Medium
30.0,Bachelor's,9.0,Logistics,Supply Chain Analyst,Small,Mid,56,37,64,Medium,2,10.0,42,22.0,Medium
43.0,Bachelor's,3.0,Logistics,Dispatcher,Small,Senior,45,48,41,Medium,2,14.0,44,27.0,Medium
50.0,Bachelor's,10.0,Manufacturing,Operator,Large,Entry,68,50,34,Medium,4,5.0,35,5.0,High
36.0,Bachelor's,7.0,Logistics,Dispatcher,Large,Entry,89,13,47,Medium,2,5.0,57,29.0,High
50.0,Bachelor's,0.0,Logistics,Warehouse Manager,Large,Senior,57,37,59,Medium,4,5.0,52,25.0,Medium
52.0,Master's,13.0,Retail,Sales Associate,Large,Entry,87,10,85,High,8,22.0,68,47.0,High
55.0,Bachelor's,8.0,Finance,Financial Analyst,Medium,Entry,28,63,42,Low,1,1.0,13,3.0,Medium
47.0,Bachelor's,4.0,Telecom,Support Specialist,Small,Mid,64,17,44,Medium,2,8.0,63,16.0,High
32.0,Master's,11.0,Retail,Inventory Analyst,Large,Entry,14,82,29,Low,2,0.0,13,9.0,Low
44.0,PhD,14.0,IT,Data Analyst,Small,Mid,12,89,21,Low,0,5.0,8,7.0,Low
43.0,PhD,11.0,Manufacturing,Quality Engineer,Large,Entry,53,53,57,Medium,4,6.0,36,19.0,Medium
49.0,High School,2.0,Manufacturing,Quality Engineer,Large,Entry,73,0,22,Medium,5,7.0,52,20.0,High
53.0,Master's,3.0,Telecom,Support Specialist,Medium,Mid,13,82,68,Low,1,1.0,11,7.0,Low
49.0,Bachelor's,12.0,Finance,Auditor,Small,Mid,45,53,56,Medium,3,6.0,24,24.0,Medium
54.0,Bachelor's,11.0,Manufacturing,Production Supervisor,Large,Entry,31,66,24,Low,2,1.0,14,3.0,Medium
52.0,Bachelor's,15.0,Manufacturing,Quality Engineer,Medium,Mid,21,87,93,Low,2,4.0,11,2.0,Low
33.0,Master's,5.0,Manufacturing,Production Supervisor,Small,Entry,26,68,20,Low,1,5.0,25,8.0,Medium
47.0,Bachelor's,17.0,Telecom,Network Engineer,Medium,Entry,89,21,83,Medium,5,14.0,66,24.0,High
31.0,PhD,10.0,Education,Research Assistant,Small,Mid,33,64,49,Low,1,3.0,26,9.0,Low
40.0,High School,12.0,Finance,Accountant,Small,Entry,48,57,61,Low,1,5.0,36,1.0,High
60.0,High School,3.0,Healthcare,Nurse,Large,Senior,79,14,96,Medium,3,7.0,43,19.0,Medium
53.0,Bachelor's,8.0,Logistics,Supply Chain Analyst,Small,Entry,25,74,56,Low,1,4.0,21,3.0,Medium
39.0,Bachelor's,7.0,IT,ML Engineer,Small,Mid,33,69,86,Low,1,3.0,26,4.0,Low
29.0,Master's,7.0,Logistics,Dispatcher,Small,Entry,75,16,67,Medium,4,9.0,58,29.0,High
49.0,High School,0.0,Education,Academic Coordinator,Small,Entry,29,76,45,Low,2,4.0,16,5.0,Medium
21.0,High School,0.0,Healthcare,Nurse,Large,Mid,91,7,71,Medium,4,8.0,82,28.0,High
53.0,Master's,7.0,IT,Software Engineer,Large,Mid,46,77,73,Medium,3,5.0,22,23.0,Low
56.0,High School,9.0,IT,ML Engineer,Large,Senior,81,20,74,Medium,2,7.0,53,5.0,Medium
28.0,Master's,7.0,Finance,Financial Analyst,Small,Entry,65,48,62,Medium,2,14.0,38,6.0,Medium
27.0,Bachelor's,6.0,Logistics,Supply Chain Analyst,Large,Mid,42,53,34,Low,0,5.0,31,5.0,Medium
46.0,Bachelor's,6.0,Manufacturing,Quality Engineer,Large,Entry,12,74,90,Low,0,2.0,7,8.0,Low
59.0,Bachelor's,11.0,Logistics,Dispatcher,Medium,Senior,92,6,83,Medium,2,14.0,90,8.0,High
42.0,Bachelor's,9.0,Manufacturing,Quality Engineer,Medium,Mid,65,21,68,Medium,3,14.0,44,24.0,High
51.0,Bachelor's,6.0,Retail,Inventory Analyst,Large,Senior,84,8,57,High,8,27.0,51,38.0,High
49.0,Bachelor's,9.0,Retail,Store Manager,Large,Mid,28,65,96,Low,1,0.0,27,6.0,Low
54.0,Bachelor's,0.0,Logistics,Warehouse Manager,Medium,Mid,61,38,72,Medium,3,9.0,58,19.0,High
35.0,High School,0.0,  Retail  ,Inventory Analyst,Large,Mid,27,56,51,Low,1,1.0,22,0.0,Medium
23.0,High School,2.0,Logistics,Dispatcher,Medium,Senior,67,39,42,Low,1,2.0,62,9.0,High
32.0,Bachelor's,7.0,Logistics,Dispatcher,Large,Entry,75,25,57,Medium,5,9.0,43,27.0,High
45.0,High School,11.0,education,Academic Coordinator,Small,Entry,84,4,76,Medium,2,5.0,40,8.0,High
60.0,Master's,9.0,Retail,Sales Associate,Large,Mid,35,78,85,Low,2,1.0,32,7.0,Low
21.0,Bachelor's,0.0,Retail,Inventory Analyst,Small,Mid,43,69,23,Medium,4,14.0,41,24.0,High
38.0,Bachelor's,15.0,Telecom,Operations Analyst,Medium,Senior,70,18,32,Medium,5,9.0,40,26.0,Medium
23.0,Bachelor's,0.0,Manufacturing,Production Supervisor,Medium,Entry,56,47,63,Medium,3,7.0,46,11.0,High
54.0,Bachelor's,3.0,Finance,Auditor,Medium,Mid,68,42,72,Medium,2,14.0,40,15.0,Medium
25.0,Bachelor's,4.0,Healthcare,Medical Assistant,Medium,Mid,81,27,24,Medium,5,11.0,39,23.0,Medium
30.0,High School,4.0,Finance,Financial Analyst,Large,Senior,48,56,58,Low,1,3.0,39,6.0,Medium
50.0,Master's,8.0,Healthcare,Health Analyst,Medium,Senior,38,64,40,Low,2,3.0,31,7.0,Low
40.0,Bachelor's,5.0,Manufacturing,Production Supervisor,Small,Mid,12,75,20,Low,0,2.0,6,5.0,Low
56.0,Bachelor's,12.0,IT,Software Engineer,Large,Entry,19,84,43,Low,0,2.0,18,5.0,Low
33.0,Bachelor's,8.0,Manufacturing,Production Supervisor,Small,Mid,71,36,86,Medium,5,9.0,41,29.0,High
58.0,High School,10.0,Logistics,Dispatcher,Medium,Mid,48,44,40,Low,2,0.0,42,6.0,High
43.0,Bachelor's,5.0,Finance,Auditor,Medium,Senior,92,1,80,High,5,18.0,77,62.0,High
42.0,Bachelor's,8.0,Logistics,Supply Chain Analyst,Medium,Entry,44,67,21,Low,0,2.0,26,6.0,Medium
29.0,PhD,8.0,Education,Research Assistant,Small,Mid,37,64,32,Low,2,0.0,27,9.0,Low
36.0,Bachelor's,10.0,Healthcare,Medical Assistant,Medium,Mid,26,57,65,Low,2,0.0,25,6.0,Low
28.0,Bachelor's,2.0,Healthcare,Nurse,Small,Mid,64,40,78,Medium,3,8.0,45,17.0,Medium
60.0,Master's,11.0,Telecom,Operations Analyst,Medium,Senior,64,30,51,Medium,3,12.0,63,26.0,Medium
29.0,Bachelor's,4.0,Manufacturing,Production Supervisor,Medium,Senior,65,27,50,Medium,2,11.0,30,22.0,Medium
31.0,Bachelor's,8.0,Telecom,Operations Analyst,Large,Entry,84,11,55,High,8,25.0,66,28.0,High
57.0,Bachelor's,3.0,IT,Data Analyst,Large,Senior,80,21,48,Medium,4,14.0,58,18.0,Medium
25.0,Bachelor's,4.0,Logistics,Supply Chain Analyst,Small,Mid,65,41,29,Medium,4,14.0,63,28.0,High
54.0,Bachelor's,7.0,Retail,Sales Associate,Small,Senior,88,24,75,Medium,5,12.0,69,7.0,High
25.0,Bachelor's,4.0,Healthcare,Medical Assistant,Large,Entry,52,52,77,Low,0,0.0,46,5.0,Medium
51.0,Bachelor's,5.0,IT,Software Engineer,Large,Senior,32,71,81,Low,2,1.0,18,2.0,Low
59.0,Master's,15.0,Healthcare,Nurse,Small,Mid,41,67,71,Low,1,4.0,26,9.0,Low
48.0,Bachelor's,10.0,Telecom,Operations Analyst,Small,Mid,47,78,25,Low,2,4.0,22,2.0,Medium
32.0,Bachelor's,11.0,Logistics,Dispatcher,Small,Entry,28,76,21,Low,1,4.0,15,8.0,Medium
28.0,Bachelor's,7.0,IT,Data Analyst,Large,Senior,23,82,48,Low,1,1.0,15,6.0,Low
55.0,Bachelor's,11.0,Finance,Accountant,Medium,Senior,82,15,64,Medium,5,14.0,74,12.0,High
50.0,Bachelor's,2.0,Education,Academic Coordinator,Small,Entry,12,83,87,Low,0,0.0,6,1.0,Low
56.0,Bachelor's,20.0,Manufacturing,Operator,Medium,Mid,77,13,64,Medium,4,8.0,64,8.0,High
22.0,Bachelor's,1.0,IT,Data Analyst,Small,Entry,72,35,79,Medium,5,11.0,43,7.0,High
30.0,Bachelor's,9.0,Manufacturing,Quality Engineer,Small,Senior,43,43,29,Low,0,2.0,39,2.0,Medium
59.0,Master's,4.0,Education,Teacher,Small,Entry,79,2,88,Medium,2,7.0,35,19.0,Medium
53.0,Bachelor's,11.0,Healthcare,Health Analyst,Small,Mid,63,31,77,Low,0,1.0,33,2.0,Medium
48.0,Master's,11.0,Telecom,Support Specialist,Small,Senior,23,88,45,Low,2,1.0,16,8.0,Low
45.0,Bachelor's,4.0,Manufacturing,Quality Engineer,Medium,Entry,49,59,45,Medium,5,12.0,25,12.0,Medium
30.0,Master's,9.0,Telecom,Network Engineer,Large,Mid,26,68,43,Low,2,2.0,24,0.0,Low
41.0,High School,8.0,Healthcare,Nurse,Large,Mid,57,48,77,Medium,2,10.0,49,13.0,Medium
52.0,Bachelor's,5.0,Logistics,Dispatcher,Small,Senior,93,12,78,High,6,29.0,75,69.0,High
55.0,Bachelor's,9.0,Education,Academic Coordinator,Small,Senior,57,55,77,Low,1,5.0,36,1.0,Low
50.0,Bachelor's,4.0,IT,ML Engineer,Medium,Mid,51,53,88,Low,2,5.0,43,9.0,Medium
53.0,Bachelor's,11.0,IT,Data Analyst,Medium,Mid,64,24,94,Medium,2,10.0,62,25.0,Medium
35.0,High School,3.0,Logistics,Warehouse Manager,Small,Mid,54,42,41,Low,1,0.0,31,6.0,High
52.0,Bachelor's,10.0,Education,Academic Coordinator,Medium,Mid,31,63,88,Low,1,5.0,24,2.0,Low
35.0,Master's,5.0,Finance,Financial Analyst,Small,Mid,79,38,42,High,6,28.0,50,22.0,High
35.0,High School,6.0,Healthcare,Health Analyst,Large,Mid,45,48,35,Low,1,5.0,40,8.0,Medium
40.0,Master's,16.0,Retail,Sales Associate,Medium,Entry,52,59,84,Medium,2,12.0,32,22.0,Medium
41.0,Master's,2.0,Healthcare,Medical Assistant,Medium,Mid,49,67,30,Medium,4,11.0,25,22.0,Low
29.0,Bachelor's,8.0,Logistics,Supply Chain Analyst,Medium,Senior,10,89,90,Low,0,3.0,7,9.0,Low
57.0,Master's,16.0,Retail,Inventory Analyst,Medium,Mid,69,29,68,Medium,2,10.0,64,15.0,Medium
26.0,Master's,5.0,IT,ML Engineer,Large,Mid,15,84,29,Low,2,5.0,13,0.0,Low
59.0,High School,10.0,IT,ML Engineer,Small,Mid,33,71,26,Low,1,4.0,24,4.0,Medium
24.0,High School,3.0,Manufacturing,Quality Engineer,Medium,Entry,37,55,49,Low,0,0.0,33,1.0,High
22.0,Bachelor's,1.0,Education,Teacher,Medium,Mid,13,96,66,Low,0,4.0,9,7.0,Low
39.0,High School,15.0,Manufacturing,Operator,Small,Mid,72,31,26,Medium,4,8.0,38,28.0,High
24.0,Bachelor's,3.0,Telecom,Network Engineer,Medium,Mid,24,80,85,Low,2,0.0,19,9.0,Low
50.0,Bachelor's,16.0,Healthcare,Medical Assistant,Large,Entry,88,7,55,High,10,21.0,75,51.0,High
59.0,Bachelor's,5.0,Manufacturing,Operator,Large,Senior,77,7,30,Medium,3,7.0,55,18.0,High
24.0,Bachelor's,0.0,Logistics,Supply Chain Analyst,Large,Mid,47,35,66,Medium,2,9.0,28,25.0,Medium
48.0,Bachelor's,15.0,Education,Academic Coordinator,Large,Entry,52,45,44,Low,2,3.0,37,9.0,Medium
31.0,High School,7.0,Logistics,Warehouse Manager,Large,Senior,70,18,55,Medium,3,13.0,51,22.0,High
58.0,Bachelor's,1.0,Finance,Financial Analyst,Large,Mid,72,22,80,Medium,2,7.0,42,29.0,High
40.0,Master's,19.0,Telecom,Network Engineer,Medium,Mid,73,9,56,Low,2,2.0,53,2.0,Medium
53.0,Master's,13.0,Telecom,Operations Analyst,Medium,Senior,12,100,70,Low,0,2.0,10,7.0,Low
56.0,Bachelor's,14.0,Manufacturing,Quality Engineer,Large,Entry,62,34,68,Medium,2,13.0,60,17.0,High
56.0,PhD,5.0,Education,Teacher,Small,Entry,61,42,67,Medium,3,12.0,49,14.0,Medium
38.0,Bachelor's,7.0,Healthcare,Health Analyst,Large,Entry,84,10,36,Medium,5,6.0,81,20.0,High
40.0,Bachelor's,9.0,Education,Academic Coordinator,Medium,Senior,43,63,73,Low,1,1.0,32,1.0,Low
58.0,Bachelor's,7.0,Healthcare,Medical Assistant,Medium,Mid,40,50,76,Low,1,0.0,37,3.0,Low
25.0,Bachelor's,4.0,Retail,Store Manager,Large,Senior,27,74,78,Low,0,4.0,17,3.0,Low
54.0,PhD,6.0,Education,Teacher,Small,Entry,45,53,79,Medium,2,6.0,37,10.0,Low
26.0,Bachelor's,4.0,Logistics,Dispatcher,Large,Mid,44,57,57,Medium,5,6.0,32,28.0,Medium
55.0,Bachelor's,16.0,Finance,Auditor,Small,Mid,29,81,24,Low,2,5.0,15,6.0,Low
55.0,Bachelor's,11.0,Manufacturing,Production Supervisor,Medium,Mid,10,91,34,Low,0,1.0,5,0.0,Low
50.0,High School,14.0,Education,Academic Coordinator,Medium,Entry,93,0,21,Medium,4,13.0,60,5.0,High
46.0,Bachelor's,17.0,Retail,Sales Associate,Medium,Entry,62,41,36,Medium,2,12.0,58,26.0,High
40.0,Bachelor's,8.0,Healthcare,Health Analyst,Large,Mid,14,80,20,Low,0,0.0,6,4.0,Low
46.0,Master's,5.0,Logistics,Dispatcher,Medium,Mid,32,87,33,Low,1,2.0,22,7.0,Low
48.0,High School,8.0,Finance,Financial Analyst,Medium,Entry,20,96,63,Low,1,1.0,16,7.0,Low
31.0,Bachelor's,2.0,Manufacturing,Production Supervisor,Medium,Entry,19,81,79,Low,0,1.0,17,9.0,Medium
55.0,Bachelor's,0.0,IT,Software Engineer,Medium,Mid,37,72,46,Low,2,0.0,29,2.0,Medium
59.0,Master's,0.0,Education,Academic Coordinator,Medium,Mid,72,10,46,Medium,4,10.0,44,20.0,Medium
24.0,Bachelor's,3.0,Retail,Store Manager,Medium,Mid,59,40,99,Low,1,2.0,44,4.0,Medium
38.0,Bachelor's,11.0,Finance,Financial Analyst,Medium,Mid,29,71,37,Low,1,4.0,27,4.0,Medium
50.0,Bachelor's,6.0,Logistics,Dispatcher,Small,Mid,17,71,25,Low,1,4.0,8,9.0,Low
53.0,Bachelor's,14.0,Finance,Accountant,Large,Entry,25,94,53,Low,2,3.0,15,0.0,Low
56.0,Bachelor's,14.0,Education,Research Assistant,Medium,Mid,82,24,47,Medium,3,14.0,71,13.0,High
52.0,Master's,5.0,Telecom,Support Specialist,Small,Entry,59,32,26,Medium,2,8.0,30,25.0,Medium
26.0,Master's,5.0,Logistics,Warehouse Manager,Medium,Mid,69,29,69,High,7,30.0,54,20.0,Medium
46.0,High School,12.0,IT,Data Analyst,Large,Mid,25,69,87,Low,2,2.0,17,2.0,Low
39.0,Master's,11.0,Finance,Accountant,Medium,Entry,43,56,53,Low,0,5.0,42,0.0,Medium
55.0,Bachelor's,14.0,Retail,Store Manager,Medium,Mid,88,0,83,High,9,16.0,50,22.0,High
46.0,Bachelor's,10.0,Healthcare,Nurse,Medium,Mid,43,72,72,Low,0,4.0,28,8.0,Low
48.0,Bachelor's,3.0,Logistics,Warehouse Manager,Small,Entry,61,34,74,Low,2,0.0,58,4.0,High
51.0,High School,10.0,IT,ML Engineer,Small,Entry,66,49,37,Low,0,0.0,39,2.0,High
34.0,High School,13.0,Healthcare,Medical Assistant,Medium,Mid,25,74,25,Low,2,2.0,18,4.0,Low
51.0,Master's,3.0,Education,Research Assistant,Medium,Mid,72,39,70,Medium,3,5.0,70,6.0,Medium
28.0,Master's,7.0,Retail,Store Manager,Large,Mid,21,69,98,Low,2,4.0,10,8.0,Low
51.0,Master's,11.0,Telecom,Support Specialist,Medium,Entry,51,48,29,Low,1,0.0,50,8.0,High
49.0,Master's,1.0,Education,Research Assistant,Medium,Entry,70,25,37,Medium,2,10.0,51,12.0,High
35.0,Bachelor's,14.0,IT,Software Engineer,Medium,Mid,93,0,47,Medium,2,11.0,87,6.0,High
41.0,Master's,3.0,Retail,Store Manager,Large,Entry,20,100,67,Low,1,3.0,16,3.0,Low
26.0,High School,5.0,Retail,Sales Associate,Large,Entry,66,32,71,Medium,2,7.0,38,16.0,High
42.0,Bachelor's,13.0,Healthcare,Health Analyst,Medium,Entry,21,77,84,Low,2,5.0,14,2.0,Low
50.0,Bachelor's,10.0,Retail,Sales Associate,Small,Entry,78,19,57,Medium,2,11.0,35,7.0,High
53.0,Bachelor's,7.0,IT,ML Engineer,Small,Senior,64,26,75,Medium,4,5.0,56,13.0,Medium
51.0,Master's,2.0,Retail,Store Manager,Medium,Senior,64,34,92,Medium,3,6.0,55,22.0,Medium
23.0,High School,2.0,Finance,Auditor,Small,Mid,28,53,92,Low,0,4.0,23,3.0,Medium
39.0,Bachelor's,8.0,Retail,Sales Associate,Medium,Senior,10,83,71,Low,1,4.0,6,4.0,Low
58.0,High School,10.0,Logistics,Warehouse Manager,Medium,Mid,90,12,35,Medium,3,8.0,41,26.0,High
46.0,High School,4.0,Logistics,Supply Chain Analyst,Small,Mid,92,0,22,High,9,30.0,60,44.0,High
50.0,Master's,2.0,IT,Software Engineer,Medium,Mid,58,45,69,Low,2,4.0,54,2.0,Medium
25.0,Bachelor's,4.0,Logistics,Dispatcher,Medium,Mid,21,84,24,Low,0,3.0,13,5.0,Low
57.0,Bachelor's,0.0,Telecom,Support Specialist,Small,Entry,17,78,75,Low,0,1.0,16,3.0,Medium
45.0,Master's,15.0,IT,ML Engineer,Small,Mid,42,50,48,Low,1,2.0,40,4.0,Low
41.0,Master's,17.0,Telecom,Support Specialist,Medium,Mid,69,31,75,Medium,4,14.0,58,25.0,Medium
28.0,Master's,7.0,Telecom,Operations Analyst,Large,Mid,30,72,75,Low,2,3.0,18,7.0,Low
41.0,Bachelor's,14.0,Logistics,Supply Chain Analyst,Large,Entry,50,46,56,Low,1,1.0,36,5.0,High
45.0,Bachelor's,0.0,Education,Research Assistant,Medium,Entry,41,60,33,Low,0,5.0,21,3.0,Medium
26.0,Bachelor's,2.0,Education,Research Assistant,Medium,Mid,25,88,55,Low,2,4.0,21,6.0,Low
47.0,Master's,18.0,Education,Teacher,Medium,Senior,80,34,88,Medium,4,14.0,65,26.0,Low
47.0,PhD,10.0,IT,Data Analyst,Large,Entry,90,8,61,High,7,28.0,53,64.0,High
22.0,Bachelor's,1.0,Healthcare,Health Analyst,Large,Mid,26,73,72,Low,2,1.0,23,4.0,Low
34.0,Master's,4.0,IT,ML Engineer,Medium,Entry,70,30,56,High,7,26.0,35,63.0,Medium
43.0,Master's,16.0,IT,ML Engineer,Large,Mid,66,32,87,Medium,2,12.0,49,24.0,Low
53.0,Master's,4.0,Logistics,Dispatcher,Medium,Mid,69,34,31,Medium,4,7.0,38,7.0,Medium
30.0,Bachelor's,9.0,Finance,Accountant,Small,Entry,18,88,48,Low,2,5.0,13,1.0,Low
48.0,Bachelor's,13.0,Logistics,Supply Chain Analyst,Small,Mid,21,67,92,Low,2,0.0,12,5.0,Low
44.0,High School,7.0,Healthcare,Nurse,Medium,Mid,12,74,96,Low,1,0.0,7,3.0,Low
47.0,PhD,6.0,Telecom,Operations Analyst,Medium,Mid,80,6,54,Medium,4,5.0,61,11.0,High
38.0,Bachelor's,2.0,Healthcare,Medical Assistant,Small,Mid,51,59,91,Low,1,5.0,36,9.0,Medium
42.0,Master's,12.0,IT,Data Analyst,Medium,Entry,21,85,76,Low,0,1.0,11,4.0,Low
32.0,High School,6.0,Logistics,Supply Chain Analyst,Small,Entry,62,40,46,Low,1,5.0,48,4.0,High
54.0,High School,9.0,Retail,Sales Associate,Medium,Entry,84,8,79,Medium,2,6.0,81,17.0,High
50.0,Bachelor's,5.0,IT,Software Engineer,Small,Mid,30,68,60,Low,1,4.0,16,1.0,Low
42.0,Bachelor's,14.0,Healthcare,Health Analyst,Large,Mid,53,49,73,Medium,4,5.0,50,27.0,Medium
58.0,High School,11.0,Healthcare,Medical Assistant,Small,Senior,92,16,44,High,7,15.0,55,51.0,Medium
47.0,High School,4.0,Education,Teacher,Large,Entry,16,85,81,Low,2,3.0,12,3.0,Low
60.0,Bachelor's,6.0,Telecom,Operations Analyst,Small,Senior,18,76,22,Low,2,5.0,16,1.0,Low
38.0,Bachelor's,13.0,Manufacturing,Production Supervisor,Small,Mid,43,73,41,Low,1,4.0,33,2.0,Medium
53.0,Bachelor's,10.0,Telecom,Network Engineer,Large,Senior,28,66,53,Low,2,3.0,20,4.0,Low
22.0,Bachelor's,1.0,Retail,Sales Associate,Small,Entry,84,7,79,Medium,5,5.0,45,29.0,High
24.0,Master's,3.0,Education,Research Assistant,Medium,Mid,12,86,88,Low,0,1.0,10,7.0,Low
59.0,High School,11.0,Finance,Accountant,Small,Entry,51,58,28,Low,2,3.0,27,5.0,High
35.0,Bachelor's,14.0,IT,Data Analyst,Large,Entry,64,27,77,Low,1,2.0,55,5.0,High
43.0,High School,0.0,Logistics,Warehouse Manager,Small,Entry,24,77,85,Low,2,1.0,19,0.0,Medium
52.0,Bachelor's,13.0,Logistics,Warehouse Manager,Medium,Entry,45,43,63,Low,1,3.0,31,8.0,Medium
27.0,Master's,6.0,Finance,Auditor,Medium,Entry,89,5,62,Medium,5,7.0,80,26.0,High
57.0,Bachelor's,5.0,Retail,Inventory Analyst,Small,Entry,37,70,88,Low,0,1.0,18,0.0,Medium
60.0,Bachelor's,3.0,Retail,Store Manager,Small,Entry,63,30,77,Low,1,0.0,59,3.0,High
60.0,High School,6.0,Retail,Inventory Analyst,Large,Entry,75,24,40,Medium,2,6.0,71,27.0,High
30.0,Bachelor's,8.0,Retail,Store Manager,Large,Entry,84,0,90,Medium,5,6.0,79,7.0,High
33.0,High School,7.0,Finance,Auditor,Small,Entry,45,65,71,Low,2,4.0,32,0.0,Medium
